author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Владис,real_estate_agent,https://www.cian.ru/sale/flat/301215055/,Москва,sale,flat,15,22,3,76.9,-1,0,20000000,Люблино,Новороссийская ,34,Люблино,
ГОРОДА,real_estate_agent,https://www.cian.ru/sale/flat/301785015/,Москва,sale,flat,9,16,3,75.1,-1,0,20500000,Западное Дегунино,Путейская ,2,Грачёвская,
Юрий Новиков,realtor,https://www.cian.ru/sale/flat/300288822/,Москва,sale,flat,2,7,3,67.0,-1,0,20400000,Алексеевский,проспект Мира,116Б,Алексеевская,
Триумфальная Арка,real_estate_agent,https://www.cian.ru/sale/flat/295787407/,Москва,sale,flat,2,5,3,81.3,-1,0,20490000,Соколиная гора, 5-я Соколиной Горы,4,Сортировочная,
FG Partners,real_estate_agent,https://www.cian.ru/sale/flat/299724581/,Москва,sale,flat,9,14,3,70.5,-1,0,20600000,Ясенево,Новоясеневский проспект,3В,Тёплый Стан,Комплекс апартаментов LES
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300502613/,Москва,sale,flat,20,26,3,71.3,-1,0,20950000,Нижегородский,Газгольдерная ,10,Нижегородская,Profit
ЛэндЛ,real_estate_agent,https://www.cian.ru/sale/flat/301063362/,Москва,sale,flat,4,13,3,73.0,-1,0,20990000,Беговой,Беговая ,34,Динамо,
ГОРОДА,real_estate_agent,https://www.cian.ru/sale/flat/297953479/,Москва,sale,flat,16,17,3,84.0,-1,0,21000000,, Летчика Грицевца,11,Пыхтино,Солнцево парк
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300301494/,Москва,sale,flat,16,17,3,83.6,-1,0,21000000,, Летчика Грицевца,11,Пыхтино,Солнцево парк
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299879025/,Москва,sale,flat,10,17,3,81.6,-1,0,23500000,Очаково-Матвеевское,1-й Очаковский переулок,1,Очаково,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/297804958/,Москва,sale,flat,4,12,3,60.0,-1,0,23500000,Марьина роща,Складочная ,8к1,Савёловская,Шереметьевский
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/295107796/,Москва,sale,flat,12,19,3,105.0,-1,0,23800000,,,13,Аэропорт Внуково,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/298775170/,Москва,sale,flat,2,13,3,118.0,-1,0,23900000,, Липовый Парк,2,Коммунарка,Москва А101
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/301922428/,Москва,sale,flat,4,5,3,82.0,-1,0,24000000,Люблино,Люблинская ,107/10,Люблино,
Century21 Феникс,real_estate_agent,https://www.cian.ru/sale/flat/298731578/,Москва,sale,flat,2,5,3,71.4,-1,0,24000000,Соколиная гора, Бориса Жигуленкова,25к1,Соколиная гора,
ОЛ ИНКЛЮЗИВ,real_estate_agent,https://www.cian.ru/sale/flat/301377765/,Москва,sale,flat,4,25,3,81.5,-1,0,24000000,Покровское-Стрешнево,Волоколамское шоссе,81/2с3,Трикотажная,Апартаментный комплекс Level Стрешнево
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/298980821/,Москва,sale,flat,14,19,3,80.0,-1,0,23990000,Некрасовка, Недорубова,30,Некрасовка,Квартал Некрасовка
ЛэндЛ,real_estate_agent,https://www.cian.ru/sale/flat/301600895/,Москва,sale,flat,11,14,3,71.0,-1,0,24300000,Печатники, Гурьянова,4К2,Печатники,
МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/300484718/,Москва,sale,flat,13,23,3,86.8,-1,0,24500000,Рязанский,Окская ,3К1,Кузьминки,
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300346570/,Москва,sale,flat,2,25,3,72.8,-1,0,24500000,Зюзино,Симферопольский бульвар,30к3,Чертановская,
ID 92093288,homeowner,https://www.cian.ru/sale/flat/301320099/,Москва,sale,flat,16,19,3,73.0,-1,0,24500000,Хорошевский, Полины Осипенко,4к2,Беговая,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300909618/,Москва,sale,flat,19,24,3,80.0,-1,0,24999000,Метрогородок,Тагильская ,4А,Бульвар Рокоссовского,Сиреневый парк
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300019723/,Москва,sale,flat,1,7,3,93.3,-1,0,24900000,Южнопортовый,1-я Дубровская ,18,Дубровка,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300989309/,Москва,sale,flat,7,11,3,78.6,-1,0,24950000,Бескудниковский,Бескудниковский бульвар,52,Яхромская,
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/299294154/,Москва,sale,flat,5,24,3,69.0,-1,0,24900000,Донской,,к1,Верхние котлы,Новоданиловская 8 ЖК
Александр Кузьминский,realtor,https://www.cian.ru/sale/flat/300703881/,Москва,sale,flat,3,8,3,64.0,-1,0,25200000,Филевский парк,Минская ,14к1,Филёвский парк,
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/301115124/,Москва,sale,flat,1,17,3,80.0,-1,0,25500000,Черемушки,Нахимовский проспект,63К2,Профсоюзная,
На Петровке,real_estate_agent,https://www.cian.ru/sale/flat/301964941/,Москва,sale,flat,4,22,3,78.8,-1,0,25500000,Ярославский, Красная Сосна,3А,ВДНХ,Настроение
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300025132/,Москва,sale,flat,9,17,3,77.5,-1,0,25425000,Тропарево-Никулино,Никулинская ,23К3,Озёрная,
ID 68903,unknown,https://www.cian.ru/sale/flat/294853387/,Москва,sale,flat,4,17,3,72.9,-1,0,25990000,Академический,Большая Черемушкинская ,20К4,Академическая,
Real Estate Game,real_estate_agent,https://www.cian.ru/sale/flat/294615649/,Москва,sale,flat,3,43,3,72.0,-1,0,26290000,Раменки, Василия Ланового,1к1,Аминьевская,Огни
ZIP Realty,real_estate_agent,https://www.cian.ru/sale/flat/293622464/,Москва,sale,flat,7,17,3,79.2,-1,0,26550000,Северное Измайлово,3-я Парковая ,59,Щёлковская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301853937/,Москва,sale,flat,2,22,3,65.0,-1,0,26500000,Хорошевский,1-я Магистральная ,25,Хорошёвская,Сити-комплекс Мята
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298346378/,Москва,sale,flat,2,11,3,78.0,-1,0,26999000,Останкинский, Годовикова,11к2,Алексеевская,iLove
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300889917/,Москва,sale,flat,3,25,3,98.0,-1,0,26800000,Солнцево,Солнцевский проспект,6к1,Солнцево,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299454124/,Москва,sale,flat,5,20,3,82.3,-1,0,26790000,Отрадное,Нововладыкинский проезд,1к4,Окружная,Поколение
Мария Ястремская,realtor,https://www.cian.ru/sale/flat/299354605/,Москва,sale,flat,15,16,3,73.0,-1,0,27000000,Чертаново Южное,Варшавское шоссе,154К2,Аннино,
METRAGE,real_estate_agent,https://www.cian.ru/sale/flat/300548530/,Москва,sale,flat,3,8,3,78.3,-1,0,27000000,Академический, Вавилова,17,Ленинский проспект,
RedHome,real_estate_agent,https://www.cian.ru/sale/flat/299166294/,Москва,sale,flat,37,40,3,60.59,-1,0,27200000,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ
ID 114363984,homeowner,https://www.cian.ru/sale/flat/300833686/,Москва,sale,flat,8,15,3,75.8,-1,0,27500000,Можайский,проезд Загорского,7К2,Давыдково,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/301968653/,Москва,sale,flat,5,20,3,81.5,-1,0,28000000,Свиблово,проезд Серебрякова,11к1,Ботанический сад,Silver
На Петровке,real_estate_agent,https://www.cian.ru/sale/flat/300337580/,Москва,sale,flat,5,10,3,77.4,-1,0,27800000,Гагаринский,Ленинский проспект,67,Университет,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/297364890/,Москва,sale,flat,5,7,3,77.3,-1,0,28000000,Останкинский, Годовикова,6,Алексеевская,
ID 324976,unknown,https://www.cian.ru/sale/flat/301057371/,Москва,sale,flat,33,33,3,85.3,-1,0,27990000,Метрогородок,Открытое шоссе,18Ак4,Бульвар Рокоссовского,Лосиноостровский парк
БЕЛЫЙ КВАДРАТ - Московский Центр Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/300337100/,Москва,sale,flat,13,17,3,74.7,-1,0,28000000,Таганский,1-я Дубровская ,1К1,Пролетарская,
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/293036101/,Москва,sale,flat,7,21,3,77.0,-1,0,28000000,Хорошевский, Зорге,9к2,Полежаевская,Зорге 9
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/299032781/,Москва,sale,flat,3,8,3,93.0,-1,0,27900000,Ломоносовский, Марии Ульяновой,8,Проспект Вернадского,
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/298334197/,Москва,sale,flat,10,16,3,61.2,-1,0,28000000,Филевский парк,Большая Филевская ,4,Фили,Only
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/300821065/,Москва,sale,flat,5,14,3,75.0,-1,0,28000000,Марфино,Большая Марфинская ,4к6,Фонвизинская,
Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/300206695/,Москва,sale,flat,11,16,3,75.0,-1,0,27900000,Хорошево-Мневники,проспект Маршала Жукова,35К1,Народное Ополчение,
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300196050/,Москва,sale,flat,15,24,3,77.0,-1,0,28000000,Донской,Малая Тульская ,55/1,Тульская,
ID 103315067,homeowner,https://www.cian.ru/sale/flat/300810553/,Москва,sale,flat,6,10,3,67.9,-1,0,27839000,Лефортово, Золоторожский Вал,8,Серп и Молот,Золоторожский
Smolenka Estate,real_estate_agent,https://www.cian.ru/sale/flat/297380955/,Москва,sale,flat,22,29,3,60.0,-1,0,28300000,Очаково-Матвеевское,Аминьевское шоссе,4Дк3литБ,Аминьевская,Вестердам
Century 21 Level,real_estate_agent,https://www.cian.ru/sale/flat/299141039/,Москва,sale,flat,6,8,3,68.0,-1,0,28500000,Раменки, Дружбы,10/32,Ломоносовский проспект,
Бест на Речном,real_estate_agent,https://www.cian.ru/sale/flat/300012115/,Москва,sale,flat,4,7,3,77.1,-1,0,28500000,Беговой,1-й Боткинский проезд,2/6,Динамо,
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/300384258/,Москва,sale,flat,10,17,3,74.0,-1,0,28500000,Крылатское, Крылатские Холмы,21,Крылатское,
ГОРОДА,real_estate_agent,https://www.cian.ru/sale/flat/297191675/,Москва,sale,flat,3,21,3,99.9,-1,0,28790000,Сокольники, Сокольнический Вал,3,Рижская,Резиденция Сокольники
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/300731032/,Москва,sale,flat,16,22,3,78.8,-1,0,29000000,Марфино, Академика Комарова,3к2,Фонвизинская,Марфино
Cristall Realty,real_estate_agent,https://www.cian.ru/sale/flat/295331662/,Москва,sale,flat,8,30,3,60.1,-1,0,29000000,Филевский парк,Береговой проезд,5к1,Фили,Фили Град
RED,real_estate_agent,https://www.cian.ru/sale/flat/301107943/,Москва,sale,flat,5,31,3,95.5,-1,0,29700000,Южное Бутово, Поляны,5,Улица Скобелевская,Эталон-Сити
Ирина Диброва,realtor,https://www.cian.ru/sale/flat/295321655/,Москва,sale,flat,4,35,3,71.0,-1,0,30000000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300283240/,Москва,sale,flat,5,14,3,93.9,-1,0,29990000,Матушкино,Зеленоград,3,Зеленоград — Крюково,
Cristall Realty,real_estate_agent,https://www.cian.ru/sale/flat/301217861/,Москва,sale,flat,21,30,3,50.0,-1,0,29999000,Тимирязевский,Дмитровский проезд,1,Дмитровская,D1
Novel Estates,real_estate_agent,https://www.cian.ru/sale/flat/300664221/,Москва,sale,flat,15,30,3,82.53,-1,0,30500000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
Мария Ястремская,realtor,https://www.cian.ru/sale/flat/298823491/,Москва,sale,flat,1,9,3,83.0,-1,0,30480000,Алексеевский,проспект Мира,112,Алексеевская,
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300262959/,Москва,sale,flat,19,24,3,79.4,-1,0,30500000,Ново-Переделкино,Чоботовская ,2к1,Новопеределкино,FoRest
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/301120193/,Москва,sale,flat,6,7,3,80.0,-1,0,31000000,Филевский парк, Олеко Дундича,5,Багратионовская,
ID 107328710,realtor,https://www.cian.ru/sale/flat/301203222/,Москва,sale,flat,19,24,3,86.0,-1,0,31000000,Дмитровский,Дмитровское шоссе,107к2,Яхромская,Летний сад
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301643242/,Москва,sale,flat,11,22,3,98.6,-1,0,31500000,Левобережный,Ленинградское шоссе,130к3,Беломорская,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/296712767/,Москва,sale,flat,8,9,3,70.0,-1,0,31600000,Басманный,Нижняя Красносельская ,35С49,Бауманская,Лофтек
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/293263253/,Москва,sale,flat,24,44,3,69.0,-1,0,31700000,Пресненский,Ходынская ,2,Улица 1905 года,Пресня Сити
АБ Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/299784457/,Москва,sale,flat,17,22,3,79.0,-1,0,31900000,Обручевский,38-й Юго-Запада кв-л,к1,Новаторская,
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/284610807/,Москва,sale,flat,24,44,3,70.0,-1,0,31700000,Пресненский,Ходынская ,2,Улица 1905 года,Пресня Сити
ID 66982795,real_estate_agent,https://www.cian.ru/sale/flat/301006116/,Москва,sale,flat,29,42,3,86.0,-1,0,32000000,Котловка,Севастопольский проспект,22А,Нагорная,Eniteo
СТАТУС,real_estate_agent,https://www.cian.ru/sale/flat/292936310/,Москва,sale,flat,2,22,3,107.2,-1,0,32160000,Левобережный,Ленинградское шоссе,128к2,Беломорская,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/295066559/,Москва,sale,flat,1,18,3,105.8,-1,0,32000000,Ломоносовский, Архитектора Власова,6,Профсоюзная,Вавилово
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/298614348/,Москва,sale,flat,10,28,3,62.6,-1,0,32200000,Раменки,Винницкая ,8к2,Раменки,Настоящее
Екатерина Абдулмянова,realtor,https://www.cian.ru/sale/flat/300110396/,Москва,sale,flat,5,5,3,71.0,-1,0,32000000,Аэропорт,Красноармейская ,8К1,Гражданская,
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/298529339/,Москва,sale,flat,3,7,3,105.0,-1,0,32300000,, Ясеневая,3к1,Ольховая,Дубровка
Екатерина Боброва,realtor,https://www.cian.ru/sale/flat/289881261/,Москва,sale,flat,4,14,3,80.0,-1,0,32500000,Тверской,Угловой переулок,6,Менделеевская,
Кира Горбачева,realtor,https://www.cian.ru/sale/flat/301194056/,Москва,sale,flat,26,33,3,69.0,-1,0,32500000,Кунцево, Академика Павлова,56к1,Крылатское,Академика Павлова
ID 7463832,realtor,https://www.cian.ru/sale/flat/300329022/,Москва,sale,flat,12,22,3,70.0,-1,0,32500000,Филевский парк,2-я Филевская ,6,Филёвский парк,ФилиЧета-2
VISTA Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298267456/,Москва,sale,flat,6,12,3,59.8,-1,0,33000000,Якиманка, Большая Якиманка,32,Октябрьская,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/297087836/,Москва,sale,flat,11,42,3,73.5,-1,0,33500000,Филевский парк,Багратионовский проезд,5Ак1,Фили,Filicity
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299921587/,Москва,sale,flat,20,23,3,95.2,-1,0,33450000,Бутырский, Яблочкова,16,Тимирязевская,
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/295005061/,Москва,sale,flat,5,58,3,67.0,-1,0,33500000,Тимирязевский,Дмитровский проезд,1,Дмитровская,D1
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299071763/,Москва,sale,flat,7,12,3,84.5,-1,0,33500000,Соколиная гора,Вельяминовская ,6,Семёновская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300371959/,Москва,sale,flat,10,11,3,82.1,-1,0,33500000,Останкинский,Березовая аллея,17к2,Ботанический сад,Green park
Владис,real_estate_agent,https://www.cian.ru/sale/flat/300894020/,Москва,sale,flat,6,25,3,92.1,-1,0,33700000,Свиблово,Снежная ,28,Свиблово,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301621247/,Москва,sale,flat,8,8,3,81.1,-1,0,33900000,Ломоносовский,Ленинский проспект,88К2,Новаторская,
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301166319/,Москва,sale,flat,38,46,3,55.5,-1,0,34400000,Даниловский,Дубининская ,вл59к2,Серпуховская,Павелецкая Сити
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/300995760/,Москва,sale,flat,7,8,3,115.0,-1,0,34500000,Куркино,Ландышевая ,14К3,Химки,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299238281/,Москва,sale,flat,24,27,3,98.6,-1,0,35000000,Лефортово, Крузенштерна,12к2,Авиамоторная,Символ
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/297764809/,Москва,sale,flat,3,15,3,94.0,-1,0,35000000,Пресненский,Зоологическая ,30С2,Баррикадная,
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/294086298/,Москва,sale,flat,8,16,3,83.0,-1,0,35000000,Беговой,Ленинградский проспект,35С2,Петровский Парк,Квартал апартаментов Искра-Парк
Vysotsky Estate,real_estate_agent,https://www.cian.ru/sale/flat/301551826/,Москва,sale,flat,12,17,3,98.5,-1,0,35000000,Даниловский,2-я оч.,к1.2,ЗИЛ,
Сабина Марковцова,realtor,https://www.cian.ru/sale/flat/298900582/,Москва,sale,flat,27,55,3,60.0,-1,0,35000000,Тимирязевский,Дмитровский проезд,1,Дмитровская,D1
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298547668/,Москва,sale,flat,3,19,3,76.5,-1,0,35490000,Тропарево-Никулино,Никулинская ,8к2,Озёрная,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299201357/,Москва,sale,flat,12,24,3,109.8,-1,0,35500000,Ховрино, Дыбенко,16К1,Ховрино,
Самолет Плюс МСК-Север,real_estate_agent,https://www.cian.ru/sale/flat/299567353/,Москва,sale,flat,3,3,3,89.3,-1,0,35400000,Мещанский,Большой Сухаревский переулок,5С3,Сухаревская,
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/298987298/,Москва,sale,flat,5,17,3,93.0,-1,0,35500000,Алексеевский,Новоалексеевская ,16к2,Алексеевская,Серебряный фонтан
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/298085132/,Москва,sale,flat,4,35,3,98.0,-1,0,35500000,Останкинский, Годовикова,11к2,Алексеевская,iLove
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/292152839/,Москва,sale,flat,3,5,3,82.0,-1,0,35500000,Филевский парк,Кастанаевская ,26,Филёвский парк,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/298529131/,Москва,sale,flat,38,51,3,66.9,-1,0,36000000,Пресненский,Шмитовский проезд,39к1,Шелепиха,Headliner
Марина Захарченко,realtor,https://www.cian.ru/sale/flat/293918293/,Москва,sale,flat,2,3,3,80.7,-1,0,36500000,Таганский,Серебрянический переулок,4С1,Китай-город,
Prime,real_estate_agent,https://www.cian.ru/sale/flat/301908209/,Москва,sale,flat,14,32,3,90.0,-1,0,36500000,Богородское,Погонный проезд,3ак1,Белокаменная,Лосиный остров
HOUSE MALL - Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/295722404/,Москва,sale,flat,47,59,3,138.0,-1,0,36500000,Ростокино,проспект Мира,188Бк3,Ростокино,Триколор
SKYHOUND,real_estate_agent,https://www.cian.ru/sale/flat/300493250/,Москва,sale,flat,2,7,3,87.2,-1,0,36900000,Сокол,Новопесчаная ,23к3,Зорге,
Novel Estates,real_estate_agent,https://www.cian.ru/sale/flat/300664246/,Москва,sale,flat,6,24,3,72.2,-1,0,37500000,Хорошевский,Хорошевское шоссе,25Ак3,Хорошёвская,Династия
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/299166255/,Москва,sale,flat,6,24,3,72.2,-1,0,37500000,Хорошевский,Хорошевское шоссе,25Б,Хорошёвская,
Центральный Департамент Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/298786439/,Москва,sale,flat,15,43,3,75.0,-1,0,37400000,Раменки, Василия Ланового,1к1,Аминьевская,Огни
Real Estate Game,real_estate_agent,https://www.cian.ru/sale/flat/300966659/,Москва,sale,flat,26,37,3,78.0,-1,0,37200000,Раменки,Мосфильмовская ,98к2,Аминьевская,Огни
МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/300726658/,Москва,sale,flat,2,21,3,85.0,-1,0,38000000,Филевский парк,Береговой проезд,5к3,Фили,Фили Град
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300433218/,Москва,sale,flat,23,25,3,94.7,-1,0,38000000,Кунцево,Ярцевская ,24К2,Молодёжная,Ярцевская 24
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300984957/,Москва,sale,flat,3,8,3,81.0,-1,0,37900000,Ломоносовский, Марии Ульяновой,15,Проспект Вернадского,
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/298946861/,Москва,sale,flat,3,14,3,68.7,-1,0,38500000,Раменки,проспект Генерала Дорохова,39к1В,Минская,Собрание клубных домов West Garden
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/296394216/,Москва,sale,flat,8,24,3,79.0,-1,0,38900000,Хорошево-Мневники,Шелепихинская набережная,34к4,Шелепиха,Сердце Столицы
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/301680584/,Москва,sale,flat,10,14,3,68.4,-1,0,38999999,Раменки,проспект Генерала Дорохова,39к2А,Минская,Собрание клубных домов West Garden
Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/301809421/,Москва,sale,flat,2,7,3,66.3,-1,0,38700000,Тверской,1-я Брестская ,33С1,Белорусская,
HOUSE MALL - Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300653895/,Москва,sale,flat,8,59,3,128.0,-1,0,39000000,Ростокино,проспект Мира,188Бк3,Ростокино,Триколор
Cristall Realty,real_estate_agent,https://www.cian.ru/sale/flat/301550903/,Москва,sale,flat,5,7,3,95.0,-1,0,39000000,Басманный, Земляной Вал,34С4,Курская,
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/301381552/,Москва,sale,flat,24,24,3,58.0,-1,0,39300000,Хорошево-Мневники,Шелепихинская набережная,34к3,Шелепиха,Сердце Столицы
IZRAEV invest club,real_estate_agent,https://www.cian.ru/sale/flat/300919558/,Москва,sale,flat,25,29,3,112.0,-1,0,39350000,Очаково-Матвеевское,Аминьевское шоссе,4Дк3литБ,Аминьевская,Вестердам
Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/300432979/,Москва,sale,flat,19,24,3,83.3,-1,0,39500000,Ховрино,Беломорская ,23к4,Беломорская,Discovery
МИР-Н,real_estate_agent,https://www.cian.ru/sale/flat/301362017/,Москва,sale,flat,16,43,3,87.0,-1,0,39500000,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы
Анна Мезитова,realtor,https://www.cian.ru/sale/flat/300699288/,Москва,sale,flat,9,20,3,100.0,-1,0,39500000,Раменки, Василия Ланового,3,Аминьевская,Событие
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/296320578/,Москва,sale,flat,11,19,3,75.0,-1,0,39900900,Пресненский, Пресненский Вал,21,Белорусская,Пресненский вал 21
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/301680510/,Москва,sale,flat,6,13,3,68.7,-1,0,39999999,Раменки,проспект Генерала Дорохова,39к2Б,Минская,Собрание клубных домов West Garden
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/301226574/,Москва,sale,flat,12,48,3,83.1,-1,0,40000000,Хорошево-Мневники, Народного Ополчения,15К1,Народное Ополчение,Wellton Towers
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301168871/,Москва,sale,flat,8,18,3,84.0,-1,0,39900000,Раменки, Янковского,1к2,Аминьевская,Событие
Cristall Realty,real_estate_agent,https://www.cian.ru/sale/flat/299504549/,Москва,sale,flat,2,10,3,110.0,-1,0,40800000,Басманный,Нижняя Красносельская ,35С48,Бауманская,TriBeCa APARTMENTS
ID 109135729,realtor,https://www.cian.ru/sale/flat/301018928/,Москва,sale,flat,13,14,3,70.9,-1,0,41000000,Раменки,,к7,Минская,Вест Гарден ЖК
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/298391944/,Москва,sale,flat,3,26,3,95.0,-1,0,41500000,Лефортово, Крузенштерна,12к3,Авиамоторная,Символ
RND,real_estate_agent,https://www.cian.ru/sale/flat/297786925/,Москва,sale,flat,2,11,3,120.5,-1,0,41500000,Крылатское, Крылатские Холмы,47,Крылатское,
Prime,real_estate_agent,https://www.cian.ru/sale/flat/290871147/,Москва,sale,flat,29,29,3,89.0,-1,0,41500000,Фили-Давыдково, Ивана Франко,6,Кунцевская,MainStreet
ID 53565021,homeowner,https://www.cian.ru/sale/flat/301722182/,Москва,sale,flat,17,23,3,102.5,-1,0,41850000,Строгино, Твардовского,14к3,Строгино,Лазурный Блюз
ОЛ ИНКЛЮЗИВ,real_estate_agent,https://www.cian.ru/sale/flat/301404975/,Москва,sale,flat,23,24,3,123.0,-1,0,42000000,Крылатское,Рублевское шоссе,70к7,Крылатское,Крылатский
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/301767512/,Москва,sale,flat,33,34,3,103.0,-1,0,42000000,Останкинский, Годовикова,11к2,Алексеевская,iLove
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/274529656/,Москва,sale,flat,3,19,3,88.4,-1,0,42000000,Красносельский,переулок Докучаев,2с3,Сухаревская,Волга
GM Apartments,real_estate_agent,https://www.cian.ru/sale/flat/301557844/,Москва,sale,flat,8,8,3,80.0,-1,0,43000000,Пресненский, Малая Грузинская,12,Баррикадная,
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300005747/,Москва,sale,flat,7,7,3,56.5,-1,0,43000000,Пресненский,Большая Никитская ,31,Арбатская,
Est-a-Tet – Вторичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301020495/,Москва,sale,flat,9,21,3,98.1,-1,0,43850000,Щукино,Щукинская ,3,Стрешнево,Интонация
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/301258236/,Москва,sale,flat,6,27,3,101.4,-1,0,43750000,Раменки, Янковского,1к2,Аминьевская,Событие
